,MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,run1,run2,run3,run4,Total Runtime,strcol
212115,128,128,16,16,8,16,32,8,2,1,0,0,1,1,863.82,866.53,865.02,865.69,3461.06,kaws
212120,128,128,16,16,8,16,32,8,2,1,1,0,0,0,459.85,461.7,461.18,460.56,1843.29,awuu
212123,128,128,16,16,8,16,32,8,2,1,1,0,1,1,852.47,855.45,854.83,854.87,3417.62,oase
212131,128,128,16,16,8,16,32,8,2,2,0,0,1,1,859.01,860.71,860.62,859.46,3439.8,pakx
212135,128,128,16,16,8,16,32,8,2,2,0,1,1,1,799.38,800.3,799.88,799.84,3199.4,ahyh
212136,128,128,16,16,8,16,32,8,2,2,1,0,0,0,467.87,468.1,468.46,468.45,1872.88,baeg
212138,128,128,16,16,8,16,32,8,2,2,1,0,1,0,503.29,503.8,503.94,504.0,2015.03,darw
212141,128,128,16,16,8,16,32,8,2,2,1,1,0,1,510.85,510.58,510.98,510.37,2042.7800000000002,xvha
212149,128,128,16,16,8,16,32,8,2,4,0,1,0,1,567.66,561.18,560.33,563.34,2252.51,wjla
212151,128,128,16,16,8,16,32,8,2,4,0,1,1,1,852.73,852.55,854.9,853.48,3413.66,aeul
212152,128,128,16,16,8,16,32,8,2,4,1,0,0,0,473.32,473.61,473.71,473.64,1894.2800000000002,lafq
212159,128,128,16,16,8,16,32,8,2,4,1,1,1,1,849.65,853.77,853.81,854.31,3411.54,iatv
212162,128,128,16,16,8,16,32,8,4,1,0,0,1,0,494.19,494.1,493.84,493.79,1975.9199999999998,xrab
212167,128,128,16,16,8,16,32,8,4,1,0,1,1,1,802.52,801.92,802.22,801.42,3208.08,hajs
212170,128,128,16,16,8,16,32,8,4,1,1,0,1,0,494.03,494.86,494.91,495.14,1978.94,eadk
212177,128,128,16,16,8,16,32,8,4,2,0,0,0,1,518.47,519.51,517.16,519.51,2074.6499999999996,oeqa
212184,128,128,16,16,8,16,32,8,4,2,1,0,0,0,469.87,469.73,470.54,469.95,1880.0900000000001,aick
212185,128,128,16,16,8,16,32,8,4,2,1,0,0,1,519.08,520.47,520.33,518.89,2078.77,afar
212188,128,128,16,16,8,16,32,8,4,2,1,1,0,0,474.73,474.48,474.51,476.63,1900.35,kanw
212192,128,128,16,16,8,16,32,8,4,4,0,0,0,0,477.06,478.16,477.68,477.21,1910.1100000000001,asdt
212206,128,128,16,16,8,16,32,8,4,4,1,1,1,0,523.27,524.21,523.61,522.64,2093.73,audy
212209,128,128,16,16,8,16,32,8,8,1,0,0,0,1,509.05,510.9,510.01,510.43,2040.39,yado
212217,128,128,16,16,8,16,32,8,8,1,1,0,0,1,507.43,507.07,506.03,507.75,2028.28,fagr
212218,128,128,16,16,8,16,32,8,8,1,1,0,1,0,511.7,508.1,505.79,509.6,2035.19,wrna
212223,128,128,16,16,8,16,32,8,8,1,1,1,1,1,764.17,761.32,760.69,760.61,3046.7900000000004,atuw
212255,128,128,16,16,8,16,32,8,8,4,1,1,1,1,871.14,870.66,870.44,870.49,3482.7299999999996,aaus
212265,128,128,16,16,8,32,8,2,1,1,1,0,0,1,480.64,482.38,481.78,482.31,1927.11,yazc
212270,128,128,16,16,8,32,8,2,1,1,1,1,1,0,487.92,486.86,487.47,487.5,1949.75,laiv
212278,128,128,16,16,8,32,8,2,1,2,0,1,1,0,476.48,477.15,478.09,479.65,1911.37,camu
212285,128,128,16,16,8,32,8,2,1,2,1,1,0,1,455.97,456.86,456.31,456.63,1825.77,vaoy
212290,128,128,16,16,8,32,8,2,1,4,0,0,1,0,508.19,507.55,508.08,508.59,2032.4099999999999,jeja
212292,128,128,16,16,8,32,8,2,1,4,0,1,0,0,468.23,469.31,469.68,469.14,1876.3600000000001,ymaw
212296,128,128,16,16,8,32,8,2,1,4,1,0,0,0,468.58,469.47,469.68,469.04,1876.77,upah
212298,128,128,16,16,8,32,8,2,1,4,1,0,1,0,511.77,512.65,513.12,512.44,2049.98,edwa
212299,128,128,16,16,8,32,8,2,1,4,1,0,1,1,750.42,755.68,755.07,754.93,3016.1,rair
212307,128,128,16,16,8,32,8,2,1,8,0,0,1,1,633.97,629.71,629.7,630.23,2523.61,rsae
212316,128,128,16,16,8,32,8,2,1,8,1,1,0,0,488.28,488.58,489.21,489.29,1955.36,gwoa
212319,128,128,16,16,8,32,8,2,1,8,1,1,1,1,604.54,604.75,604.79,604.8,2418.88,hacj
212320,128,128,16,16,8,32,8,2,2,1,0,0,0,0,465.82,466.53,466.42,465.98,1864.75,lbua
212327,128,128,16,16,8,32,8,2,2,1,0,1,1,1,692.31,694.99,694.76,695.02,2777.08,hbra
212329,128,128,16,16,8,32,8,2,2,1,1,0,0,1,532.91,534.92,534.45,534.09,2136.37,laql
212336,128,128,16,16,8,32,8,2,2,2,0,0,0,0,484.27,487.25,485.88,486.1,1943.5,alpk
212342,128,128,16,16,8,32,8,2,2,2,0,1,1,0,507.87,508.71,510.9,509.67,2037.15,alan
212345,128,128,16,16,8,32,8,2,2,2,1,0,0,1,527.79,529.5,530.43,527.92,2115.64,ojaq
212354,128,128,16,16,8,32,8,2,2,4,0,0,1,0,516.49,518.45,516.42,516.72,2068.08,fxra
212356,128,128,16,16,8,32,8,2,2,4,0,1,0,0,508.79,510.17,509.8,509.62,2038.38,iamx
212360,128,128,16,16,8,32,8,2,2,4,1,0,0,0,506.88,508.25,508.19,507.99,2031.31,czap
212361,128,128,16,16,8,32,8,2,2,4,1,0,0,1,536.04,537.78,537.95,536.93,2148.7,azbt
212363,128,128,16,16,8,32,8,2,2,4,1,0,1,1,699.25,703.61,702.36,703.52,2808.7400000000002,jamc
212364,128,128,16,16,8,32,8,2,2,4,1,1,0,0,506.47,507.74,507.77,507.5,2029.48,vbap
212365,128,128,16,16,8,32,8,2,2,4,1,1,0,1,522.85,524.66,523.79,524.41,2095.71,dbla
212367,128,128,16,16,8,32,8,2,2,4,1,1,1,1,681.3,680.55,680.63,680.5,2722.98,ggak
212370,128,128,16,16,8,32,8,2,2,8,0,0,1,0,547.82,546.44,549.6,547.05,2190.91,hawc
212372,128,128,16,16,8,32,8,2,2,8,0,1,0,0,509.31,511.09,510.41,510.13,2040.94,oeaa
212377,128,128,16,16,8,32,8,2,2,8,1,0,0,1,518.31,520.69,520.11,519.27,2078.38,afpi
212382,128,128,16,16,8,32,8,2,2,8,1,1,1,0,543.88,545.58,544.37,546.95,2180.7799999999997,ahtq
212390,128,128,16,16,8,32,8,2,4,1,0,1,1,0,535.6,535.65,536.51,535.1,2142.86,guaf
212394,128,128,16,16,8,32,8,2,4,1,1,0,1,0,520.55,522.21,523.76,522.28,2088.8,asix
212398,128,128,16,16,8,32,8,2,4,1,1,1,1,0,535.63,535.87,534.6,533.65,2139.75,uapq
212409,128,128,16,16,8,32,8,2,4,2,1,0,0,1,552.17,550.59,551.45,551.57,2205.78,fxaj
212410,128,128,16,16,8,32,8,2,4,2,1,0,1,0,517.28,518.18,518.55,519.44,2073.45,erad
212413,128,128,16,16,8,32,8,2,4,2,1,1,0,1,513.03,515.95,514.57,513.91,2057.46,afzv
212418,128,128,16,16,8,32,8,2,4,4,0,0,1,0,543.16,543.46,542.99,542.58,2172.19,abva
212429,128,128,16,16,8,32,8,2,4,4,1,1,0,1,519.33,519.28,518.82,519.47,2076.9000000000005,arjd
212435,128,128,16,16,8,32,8,2,4,8,0,0,1,1,610.78,616.0,610.14,610.92,2447.84,rvea
212438,128,128,16,16,8,32,8,2,4,8,0,1,1,0,533.66,534.4,532.47,532.85,2133.38,eoab
212444,128,128,16,16,8,32,8,2,4,8,1,1,0,0,523.7,524.24,524.12,524.27,2096.33,yqoa
212463,128,128,16,16,8,32,8,8,1,1,1,1,1,1,831.96,833.94,834.89,835.39,3336.18,zavs
212464,128,128,16,16,8,32,8,8,1,2,0,0,0,0,462.84,462.43,462.9,462.53,1850.7,atqh
212469,128,128,16,16,8,32,8,8,1,2,0,1,0,1,516.5,517.14,517.01,515.52,2066.17,gkab
212475,128,128,16,16,8,32,8,8,1,2,1,0,1,1,900.03,895.5,897.23,894.84,3587.6000000000004,ajln
212477,128,128,16,16,8,32,8,8,1,2,1,1,0,1,513.02,512.51,512.62,512.81,2050.96,usai
212478,128,128,16,16,8,32,8,8,1,2,1,1,1,0,521.27,521.61,520.28,521.83,2084.9900000000002,atap
212481,128,128,16,16,8,32,8,8,1,4,0,0,0,1,522.49,521.91,522.59,522.43,2089.42,aocy
212486,128,128,16,16,8,32,8,8,1,4,0,1,1,0,530.43,530.57,530.63,530.53,2122.16,srna
212492,128,128,16,16,8,32,8,8,1,4,1,1,0,0,475.08,475.97,476.69,475.97,1903.71,fsda
212512,128,128,16,16,8,32,8,8,2,1,0,0,0,0,459.42,459.56,459.33,459.27,1837.58,kpas
212518,128,128,16,16,8,32,8,8,2,1,0,1,1,0,499.39,499.84,499.73,499.83,1998.79,paxw
212521,128,128,16,16,8,32,8,8,2,1,1,0,0,1,569.58,564.31,564.82,567.72,2266.4300000000003,naee
212522,128,128,16,16,8,32,8,8,2,1,1,0,1,0,488.47,488.77,488.72,488.56,1954.52,mfla
212525,128,128,16,16,8,32,8,8,2,1,1,1,0,1,507.11,505.68,504.51,502.7,2020.0,avsz
212535,128,128,16,16,8,32,8,8,2,2,0,1,1,1,800.25,799.76,800.33,799.82,3200.1600000000003,taci
212536,128,128,16,16,8,32,8,8,2,2,1,0,0,0,468.58,468.18,468.0,468.38,1873.1399999999999,alks
212545,128,128,16,16,8,32,8,8,2,4,0,0,0,1,557.8,556.11,556.43,556.09,2226.43,ayac
212548,128,128,16,16,8,32,8,8,2,4,0,1,0,0,473.07,472.56,472.68,472.88,1891.19,oaqa
212549,128,128,16,16,8,32,8,8,2,4,0,1,0,1,565.5,563.9,562.28,558.84,2250.52,csra
212552,128,128,16,16,8,32,8,8,2,4,1,0,0,0,473.71,473.76,473.24,473.24,1893.95,acuz
212564,128,128,16,16,8,32,8,8,2,8,0,1,0,0,496.04,496.2,496.19,497.03,1985.46,rlaw
212566,128,128,16,16,8,32,8,8,2,8,0,1,1,0,538.4,539.55,539.12,539.14,2156.2099999999996,naqi
212577,128,128,16,16,8,32,8,8,4,1,0,0,0,1,521.43,521.19,520.87,520.92,2084.41,uarp
212583,128,128,16,16,8,32,8,8,4,1,0,1,1,1,801.36,801.99,801.79,801.64,3206.7799999999997,uzea
212585,128,128,16,16,8,32,8,8,4,1,1,0,0,1,518.15,518.27,519.06,518.12,2073.6,lbaa
212594,128,128,16,16,8,32,8,8,4,2,0,0,1,0,506.55,505.62,506.33,506.02,2024.52,crja
212612,128,128,16,16,8,32,8,8,4,4,0,1,0,0,473.91,474.69,474.19,473.99,1896.78,jtva
212621,128,128,16,16,8,32,8,8,4,4,1,1,0,1,521.84,522.05,521.46,522.19,2087.54,zpza
212625,128,128,16,16,8,32,8,8,4,8,0,0,0,1,520.45,521.04,521.48,521.18,2084.15,vxxa
212638,128,128,16,16,8,32,8,8,4,8,1,1,1,0,531.93,531.2,531.81,530.38,2125.32,kdsa
212654,128,128,16,16,8,32,16,2,1,1,1,1,1,0,486.71,487.49,489.37,487.04,1950.6100000000001,dalb
212657,128,128,16,16,8,32,16,2,1,2,0,0,0,1,473.28,475.77,476.57,477.81,1903.4299999999998,waif
212668,128,128,16,16,8,32,16,2,1,2,1,1,0,0,461.76,464.29,465.25,464.49,1855.79,agnb
212678,128,128,16,16,8,32,16,2,1,4,0,1,1,0,503.95,506.0,507.25,506.86,2024.06,adwx
212686,128,128,16,16,8,32,16,2,1,4,1,1,1,0,510.19,512.88,517.04,513.56,2053.67,acsl
212694,128,128,16,16,8,32,16,2,1,8,0,1,1,0,494.62,494.59,495.86,495.18,1980.2500000000002,qjta
212695,128,128,16,16,8,32,16,2,1,8,0,1,1,1,639.89,636.68,635.93,635.98,2548.48,fadr
212705,128,128,16,16,8,32,16,2,2,1,0,0,0,1,534.23,533.55,535.07,534.51,2137.3599999999997,hzav
212716,128,128,16,16,8,32,16,2,2,1,1,1,0,0,471.44,472.76,472.43,472.45,1889.0800000000002,ajzt
212718,128,128,16,16,8,32,16,2,2,1,1,1,1,0,516.13,518.52,517.96,518.59,2071.2000000000003,azhp
212734,128,128,16,16,8,32,16,2,2,2,1,1,1,0,520.2,520.22,521.26,520.87,2082.55,hago
212735,128,128,16,16,8,32,16,2,2,2,1,1,1,1,690.19,692.77,692.92,692.52,2768.4,abld
212756,128,128,16,16,8,32,16,2,2,8,0,1,0,0,509.42,510.33,510.13,510.38,2040.2600000000002,awnw
212775,128,128,16,16,8,32,16,2,4,1,0,1,1,1,696.76,706.65,706.76,703.63,2813.8,paer
212790,128,128,16,16,8,32,16,2,4,2,0,1,1,0,529.99,530.23,531.01,529.33,2120.56,plia
212797,128,128,16,16,8,32,16,2,4,2,1,1,0,1,512.62,513.58,512.18,514.28,2052.66,mauv
212804,128,128,16,16,8,32,16,2,4,4,0,1,0,0,504.2,505.38,505.87,505.72,2021.1699999999998,pfav
212808,128,128,16,16,8,32,16,2,4,4,1,0,0,0,511.71,513.24,513.3,513.34,2051.59,pzoa
212815,128,128,16,16,8,32,16,2,4,4,1,1,1,1,682.53,693.56,685.99,695.25,2757.33,eayv
212820,128,128,16,16,8,32,16,2,4,8,0,1,0,0,525.85,525.84,525.9,526.0,2103.59,ammi
212839,128,128,16,16,8,32,16,8,1,1,0,1,1,1,844.44,846.1,846.93,847.12,3384.5899999999997,nera
212844,128,128,16,16,8,32,16,8,1,1,1,1,0,0,463.34,464.63,464.16,465.03,1857.16,yhca
212850,128,128,16,16,8,32,16,8,1,2,0,0,1,0,522.37,523.8,522.93,522.59,2091.69,ural
212857,128,128,16,16,8,32,16,8,1,2,1,0,0,1,532.26,532.73,533.06,532.78,2130.83,flea
212873,128,128,16,16,8,32,16,8,1,4,1,0,0,1,518.65,518.52,518.43,519.17,2074.77,anoh
212877,128,128,16,16,8,32,16,8,1,4,1,1,0,1,518.26,517.95,519.28,517.65,2073.14,amjf
212881,128,128,16,16,8,32,16,8,1,8,0,0,0,1,550.4,550.7,550.6,550.84,2202.54,asrb
212884,128,128,16,16,8,32,16,8,1,8,0,1,0,0,501.45,500.99,501.23,501.43,2005.1000000000001,ayqh
212889,128,128,16,16,8,32,16,8,1,8,1,0,0,1,545.58,545.66,545.78,545.8,2182.8199999999997,aqyo
212892,128,128,16,16,8,32,16,8,1,8,1,1,0,0,503.35,504.24,503.86,503.97,2015.42,asic
212902,128,128,16,16,8,32,16,8,2,1,0,1,1,0,500.0,499.55,499.29,499.08,1997.9199999999998,fgwa
212908,128,128,16,16,8,32,16,8,2,1,1,1,0,0,467.19,467.72,468.13,467.54,1870.58,smax
212912,128,128,16,16,8,32,16,8,2,2,0,0,0,0,467.03,468.09,466.78,467.18,1869.08,zjaz
212913,128,128,16,16,8,32,16,8,2,2,0,0,0,1,515.69,516.19,516.35,516.31,2064.54,ojya
212915,128,128,16,16,8,32,16,8,2,2,0,0,1,1,858.08,860.99,859.36,859.07,3437.5000000000005,eabf
212921,128,128,16,16,8,32,16,8,2,2,1,0,0,1,515.32,514.47,514.5,515.31,2059.6,abcl
212924,128,128,16,16,8,32,16,8,2,2,1,1,0,0,471.27,472.62,472.59,472.29,1888.77,ovar
212925,128,128,16,16,8,32,16,8,2,2,1,1,0,1,511.34,510.41,510.54,510.51,2042.8,qarx
212931,128,128,16,16,8,32,16,8,2,4,0,0,1,1,867.01,870.76,868.58,869.54,3475.89,famw
212949,128,128,16,16,8,32,16,8,2,8,0,1,0,1,525.49,525.37,525.93,525.52,2102.31,qqan
212961,128,128,16,16,8,32,16,8,4,1,0,0,0,1,520.15,520.0,520.2,520.42,2080.77,faws
212976,128,128,16,16,8,32,16,8,4,2,0,0,0,0,469.88,469.23,470.88,469.3,1879.29,armu
212977,128,128,16,16,8,32,16,8,4,2,0,0,0,1,520.43,521.37,520.69,520.16,2082.65,smva
212981,128,128,16,16,8,32,16,8,4,2,0,1,0,1,501.71,501.13,500.32,500.27,2003.4299999999998,qlad
212982,128,128,16,16,8,32,16,8,4,2,0,1,1,0,501.26,501.93,500.95,501.47,2005.6100000000001,saon
212990,128,128,16,16,8,32,16,8,4,2,1,1,1,0,502.35,503.2,503.08,502.29,2010.9199999999998,wnaq
212993,128,128,16,16,8,32,16,8,4,4,0,0,0,1,522.26,523.72,523.25,522.92,2092.15,jayl
212994,128,128,16,16,8,32,16,8,4,4,0,0,1,0,523.6,524.58,522.98,521.62,2092.78,oaap
212996,128,128,16,16,8,32,16,8,4,4,0,1,0,0,474.42,474.64,474.41,473.84,1897.31,xabm
213022,128,128,16,16,8,32,16,8,4,8,1,1,1,0,532.04,532.3,530.78,533.19,2128.31,poab
213026,128,128,16,16,8,32,32,2,1,1,0,0,1,0,458.66,461.07,459.5,460.65,1839.88,uywa
213028,128,128,16,16,8,32,32,2,1,1,0,1,0,0,447.71,447.86,447.49,448.24,1791.3,kxae
213035,128,128,16,16,8,32,32,2,1,1,1,0,1,1,668.03,667.04,673.87,669.72,2678.66,audr
213038,128,128,16,16,8,32,32,2,1,1,1,1,1,0,487.21,486.45,488.59,487.14,1949.3899999999999,pajz
213040,128,128,16,16,8,32,32,2,1,2,0,0,0,0,455.21,460.04,459.06,459.61,1833.92,fayu
213044,128,128,16,16,8,32,32,2,1,2,0,1,0,0,457.67,461.73,461.96,461.97,1843.3300000000002,sazm
213046,128,128,16,16,8,32,32,2,1,2,0,1,1,0,477.55,479.47,478.69,479.18,1914.89,aozp
213051,128,128,16,16,8,32,32,2,1,2,1,0,1,1,702.54,701.77,701.31,703.0,2808.62,ajpl
213054,128,128,16,16,8,32,32,2,1,2,1,1,1,0,498.27,499.21,498.19,499.97,1995.64,joah
213061,128,128,16,16,8,32,32,2,1,4,0,1,0,1,491.5,491.39,492.29,490.75,1965.93,falz
213063,128,128,16,16,8,32,32,2,1,4,0,1,1,1,644.99,644.54,644.69,645.33,2579.55,xofa
213079,128,128,16,16,8,32,32,2,2,1,0,1,1,1,710.1,711.48,711.22,711.48,2844.28,rasg
213088,128,128,16,16,8,32,32,2,2,2,0,0,0,0,484.76,486.23,485.87,486.64,1943.5,fdat
213090,128,128,16,16,8,32,32,2,2,2,0,0,1,0,503.19,503.2,503.27,502.11,2011.77,eloa
213091,128,128,16,16,8,32,32,2,2,2,0,0,1,1,603.5,610.53,611.72,610.09,2435.84,arzn
213098,128,128,16,16,8,32,32,2,2,2,1,0,1,0,515.81,517.32,517.79,517.71,2068.63,cazx
213100,128,128,16,16,8,32,32,2,2,2,1,1,0,0,488.05,489.84,490.05,490.21,1958.15,vakb
213109,128,128,16,16,8,32,32,2,2,4,0,1,0,1,525.14,524.42,523.87,525.96,2099.39,kbak
213114,128,128,16,16,8,32,32,2,2,4,1,0,1,0,519.27,520.42,520.68,519.21,2079.58,vamv
213116,128,128,16,16,8,32,32,2,2,4,1,1,0,0,506.6,507.91,507.6,507.71,2029.8200000000002,akjr
213137,128,128,16,16,8,32,32,2,4,2,0,0,0,1,551.21,550.47,550.49,548.31,2200.48,odfa
213144,128,128,16,16,8,32,32,2,4,2,1,0,0,0,489.55,490.95,491.21,490.67,1962.38,ovca
213148,128,128,16,16,8,32,32,2,4,2,1,1,0,0,487.14,488.24,487.6,488.31,1951.29,iavr
213149,128,128,16,16,8,32,32,2,4,2,1,1,0,1,512.92,511.47,511.92,512.37,2048.68,cage
213150,128,128,16,16,8,32,32,2,4,2,1,1,1,0,529.48,532.19,530.62,529.84,2122.13,qxaw
213156,128,128,16,16,8,32,32,2,4,4,0,1,0,0,504.28,505.48,505.59,505.73,2021.08,anwy
213157,128,128,16,16,8,32,32,2,4,4,0,1,0,1,518.48,518.79,518.28,518.13,2073.68,acnj
213162,128,128,16,16,8,32,32,2,4,4,1,0,1,0,548.58,545.08,545.66,547.0,2186.32,aazt
213168,128,128,16,16,8,32,32,8,1,1,0,0,0,0,451.31,451.49,452.12,451.79,1806.71,riaf
213173,128,128,16,16,8,32,32,8,1,1,0,1,0,1,509.7,509.79,509.33,509.05,2037.87,ujah
213176,128,128,16,16,8,32,32,8,1,1,1,0,0,0,456.89,457.48,458.24,458.09,1830.7,hkab
213185,128,128,16,16,8,32,32,8,1,2,0,0,0,1,533.13,534.12,534.81,533.8,2135.8599999999997,wajy
213192,128,128,16,16,8,32,32,8,1,2,1,0,0,0,467.42,466.97,467.75,467.51,1869.65,ajny
213196,128,128,16,16,8,32,32,8,1,2,1,1,0,0,471.65,471.38,470.99,471.22,1885.24,sioa
213199,128,128,16,16,8,32,32,8,1,2,1,1,1,1,858.64,860.24,858.71,859.07,3436.6600000000003,tiga
213204,128,128,16,16,8,32,32,8,1,4,0,1,0,0,471.95,472.5,472.8,472.85,1890.1,kdae
213211,128,128,16,16,8,32,32,8,1,4,1,0,1,1,873.13,878.34,878.7,876.91,3507.08,oeka
213214,128,128,16,16,8,32,32,8,1,4,1,1,1,0,523.0,523.68,523.45,523.15,2093.2799999999997,iwca
213218,128,128,16,16,8,32,32,8,2,1,0,0,1,0,496.74,498.24,497.87,497.15,1990.0,ujwa
213252,128,128,16,16,8,32,32,8,2,4,0,1,0,0,472.64,472.37,472.79,472.9,1890.6999999999998,awbq
213259,128,128,16,16,8,32,32,8,2,4,1,0,1,1,858.82,858.98,859.44,859.02,3436.26,egaj
213261,128,128,16,16,8,32,32,8,2,4,1,1,0,1,568.28,565.71,567.18,564.07,2265.2400000000002,adeb
213262,128,128,16,16,8,32,32,8,2,4,1,1,1,0,569.02,564.33,569.76,569.04,2272.1499999999996,aqed
213269,128,128,16,16,8,32,32,8,4,1,0,1,0,1,497.5,497.88,497.83,497.4,1990.6100000000001,apdt
213272,128,128,16,16,8,32,32,8,4,1,1,0,0,0,460.39,459.84,459.44,459.0,1838.67,katj
213320,128,128,16,16,16,16,16,2,1,1,1,0,0,0,284.39,286.17,286.37,286.11,1143.04,agtz
213331,128,128,16,16,16,16,16,2,1,2,0,0,1,1,133.17,135.88,136.44,136.67,542.16,iola
213347,128,128,16,16,16,16,16,2,1,4,0,0,1,1,191.63,188.88,188.79,188.62,757.92,fakk
213356,128,128,16,16,16,16,16,2,1,4,1,1,0,0,288.34,293.26,292.97,293.02,1167.59,basc
213365,128,128,16,16,16,16,16,2,1,8,0,1,0,1,284.23,287.05,286.7,286.9,1144.88,lgav
213366,128,128,16,16,16,16,16,2,1,8,0,1,1,0,244.29,250.23,250.07,250.23,994.8199999999999,aepe
213369,128,128,16,16,16,16,16,2,1,8,1,0,0,1,282.9,284.8,284.97,284.92,1137.5900000000001,dazl
213376,128,128,16,16,16,16,16,2,2,1,0,0,0,0,333.96,338.68,337.92,338.62,1349.1799999999998,hakj
213378,128,128,16,16,16,16,16,2,2,1,0,0,1,0,339.89,346.3,345.69,347.31,1379.19,agva
213387,128,128,16,16,16,16,16,2,2,1,1,0,1,1,204.28,201.13,200.79,200.4,806.5999999999999,nagc
213401,128,128,16,16,16,16,16,2,2,2,1,0,0,1,283.04,288.05,288.48,288.46,1148.03,amak
213416,128,128,16,16,16,16,16,2,2,4,1,0,0,0,347.9,352.27,352.26,352.5,1404.9299999999998,hkoa
213419,128,128,16,16,16,16,16,2,2,4,1,0,1,1,149.33,153.78,152.79,153.24,609.14,tzal
213431,128,128,16,16,16,16,16,2,2,8,0,1,1,1,128.69,131.01,130.96,130.19,520.8499999999999,bxwa
213439,128,128,16,16,16,16,16,2,2,8,1,1,1,1,142.57,147.15,147.33,146.87,583.9200000000001,yfaz
213442,128,128,16,16,16,16,16,2,4,1,0,0,1,0,355.33,357.0,356.94,357.57,1426.84,azgj
213449,128,128,16,16,16,16,16,2,4,1,1,0,0,1,274.77,278.78,278.3,278.17,1110.02,qahc
213454,128,128,16,16,16,16,16,2,4,1,1,1,1,0,356.59,359.14,359.14,358.73,1433.6,aacv
213458,128,128,16,16,16,16,16,2,4,2,0,0,1,0,357.41,358.94,359.77,359.67,1435.79,ipla
213481,128,128,16,16,16,16,16,2,4,4,1,0,0,1,273.55,273.95,274.42,274.15,1096.0700000000002,frpa
213530,128,128,16,16,16,16,16,2,8,2,1,0,1,0,226.46,223.59,225.15,224.19,899.3900000000001,imua
213538,128,128,16,16,16,16,16,2,8,4,0,0,1,0,243.79,243.46,244.1,243.43,974.78,paol
213539,128,128,16,16,16,16,16,2,8,4,0,0,1,1,122.49,120.96,120.81,121.22,485.48,pyay
213552,128,128,16,16,16,16,16,2,8,8,0,0,0,0,263.95,263.95,264.59,263.87,1056.3600000000001,jnau
213554,128,128,16,16,16,16,16,2,8,8,0,0,1,0,212.09,212.23,209.61,210.67,844.6,toae
213564,128,128,16,16,16,16,16,2,8,8,1,1,0,0,263.66,264.31,264.13,264.16,1056.26,almx
213570,128,128,16,16,16,16,16,8,1,1,0,0,1,0,196.7,197.07,197.5,197.67,788.9399999999999,aquf
213574,128,128,16,16,16,16,16,8,1,1,0,1,1,0,212.13,211.1,211.89,211.72,846.84,tkda
213587,128,128,16,16,16,16,16,8,1,2,0,0,1,1,146.49,147.49,145.88,147.09,586.95,kawz
213593,128,128,16,16,16,16,16,8,1,2,1,0,0,1,240.76,242.38,240.74,242.86,966.74,eawl
213596,128,128,16,16,16,16,16,8,1,2,1,1,0,0,288.17,289.09,288.42,288.37,1154.0500000000002,ioax
213598,128,128,16,16,16,16,16,8,1,2,1,1,1,0,243.87,244.99,246.17,245.08,980.11,bacq
213607,128,128,16,16,16,16,16,8,1,4,0,1,1,1,125.84,126.64,126.65,126.8,505.93,awyb
213622,128,128,16,16,16,16,16,8,1,8,0,1,1,0,211.3,211.69,212.01,213.41,848.41,snau
213627,128,128,16,16,16,16,16,8,1,8,1,0,1,1,125.48,127.52,128.17,127.34,508.51,sahl
213628,128,128,16,16,16,16,16,8,1,8,1,1,0,0,249.7,249.55,249.9,249.88,999.03,gajx
213651,128,128,16,16,16,16,16,8,2,2,0,0,1,1,139.37,140.07,139.71,140.39,559.54,nbao
213655,128,128,16,16,16,16,16,8,2,2,0,1,1,1,134.75,134.22,133.88,134.21,537.0600000000001,hpva
213661,128,128,16,16,16,16,16,8,2,2,1,1,0,1,233.68,234.54,234.2,234.27,936.69,ariw
213670,128,128,16,16,16,16,16,8,2,4,0,1,1,0,248.33,249.03,248.95,248.98,995.29,iisa
213699,128,128,16,16,16,16,16,8,4,1,0,0,1,1,132.26,133.41,133.51,132.09,531.27,qkaa
213703,128,128,16,16,16,16,16,8,4,1,0,1,1,1,126.13,127.08,126.82,127.12,507.15,aavs
213705,128,128,16,16,16,16,16,8,4,1,1,0,0,1,256.31,256.76,256.77,256.37,1026.21,xkua
213730,128,128,16,16,16,16,16,8,4,4,0,0,1,0,242.8,242.92,242.47,242.51,970.7,aivm
213736,128,128,16,16,16,16,16,8,4,4,1,0,0,0,315.87,314.74,315.09,314.91,1260.6100000000001,sano
213739,128,128,16,16,16,16,16,8,4,4,1,0,1,1,125.86,128.39,128.63,129.28,512.16,opaa
213742,128,128,16,16,16,16,16,8,4,4,1,1,1,0,245.28,245.64,245.15,245.45,981.52,aqjv
213743,128,128,16,16,16,16,16,8,4,4,1,1,1,1,129.04,130.75,131.28,129.44,520.51,marl
213775,128,128,16,16,16,16,16,8,8,1,1,1,1,1,117.41,119.75,119.67,119.19,476.02,ppwa
213784,128,128,16,16,16,16,16,8,8,2,1,0,0,0,268.0,268.41,268.2,268.28,1072.89,fqap
213786,128,128,16,16,16,16,16,8,8,2,1,0,1,0,255.69,256.49,256.44,256.12,1024.7400000000002,eyam
213787,128,128,16,16,16,16,16,8,8,2,1,0,1,1,121.75,120.84,121.04,121.25,484.88,ccaf
213791,128,128,16,16,16,16,16,8,8,2,1,1,1,1,109.61,110.13,110.24,110.34,440.32000000000005,adit
